Report generated on: 09-09-2022 23:11:57
"API","","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"INTL.28-7-WORL-MK.A","        Fossil fuels (million kW)","1363.52185","1410.81885","1453.01985","1488.43065","1531.04565","1565.94365","1596.78765","1626.44565","1667.56565","1727.17575","1764.27258","1792.37268","1832.45188","1876.79458","1925.46668","1962.02668","2021.55858","2074.47338","2117.42018","2168.10268","2262.58886","2342.480115","2455.83816","2566.098655","2656.389405","2742.34477","2891.08834","3006.54363","3108.974845","3220.50115","3370.0804","3498.694594","3599.890282","3709.423588","3818.619033","3904.897583","4062.096917","4153.61807731","4245.408169","4300.413405","4358.5390425","NA"
"INTL.29-7-WORL-MK.A","        Renewables (million kW)","461.89773","476.98573","493.39773","505.87873","521.60073","538.25417","552.28455","568.99827","582.93474","573.15516","565.99104","569.53954","578.08579","590.54471","604.3014","615.8832","625.6262","640.0678","649.7627","666.2822","739.35612","757.94295","781.81227","811.67025","839.02438","871.606484","914.905883","963.861132","1026.250196","1106.923256","1189.21618","1291.928449","1402.204766","1523.524387","1658.827719","1809.342117","1974.92039","2147.106413","2320.0632192","2500.919093","2764.716862780574","NA"
"INTL.33-7-WORL-MK.A","            Hydroelectricity (million kW)","461.89773","476.98573","493.39773","505.87873","521.60073","538.25417","552.28455","568.99827","582.93474","573.15516","565.99104","569.53954","578.08579","590.54471","604.3014","615.8832","625.6262","640.0678","649.7627","666.2822","678.54467","688.26192","702.95314","722.58901","737.60229","749.62341","773.20436","798.56745","825.495954","855.094054","884.213654","909.438414","937.002474","982.111813","1019.658938","1051.159568","1082.335998","1105.689753","1124.700992","1139.94476","1161.50369","NA"
"INTL.34-7-WORL-MK.A","            Non-hydroelectric renewables (million kW)","","","","","","","","","","","","","","","","","","","","","60.81145","69.68103","78.85913","89.08124","101.42209","121.983074","141.701523","165.293682","200.754242","251.829202","305.002526","382.490035","465.202292","541.412574","639.168781","758.182549","892.584392","1041.41666","1195.3622272","1360.974333","1603.2131727805743","NA"
"INTL.35-7-WORL-MK.A","                Geothermal (million kW)","","","","","","","","","","","","","","","","","","","","","8.4388","8.1488","8.1978","8.3383","8.3123","8.6731","8.8681","9.0702","9.4039","9.8664","10.1081","10.0365","10.4722","10.7644","11.3573","11.8101","12.2192","12.6681","13.1209","13.9109","14.0562","NA"
"INTL.36-7-WORL-MK.A","                Solar, tide, wave, fuel cell (million kW)","","","","","","","","","","","","","","","","","","","","","1.46492","1.6562","2.0068","2.9699","4.0155","5.681","7.2261","9.3827","15.2754","23.6279","40.07169","71.656819","100.181929","135.505243","178.607282","224.687864","298.631688","391.893307","489.254226","589.852054","717.708504","NA"
"INTL.117-7-WORL-MK.A","                    Tide and wave (million kW)","","","","","","","","","","","","","","","","","","","","","0.4774","0.4259","0.4869","0.9699","1.0079","1.2519","1.4299","1.1835","1.1935","1.224","1.239","1.2663","1.1877","1.5857","1.6904","1.6661","1.7388","1.8308","1.9318","1.9278","1.9308","NA"
"INTL.116-7-WORL-MK.A","                    Solar (million kW)","","","","","","","","","","","","","","","","","","","","","0.98752","1.2303","1.5199","2","3.0076","4.4291","5.7962","8.1992","14.0819","22.4039","38.83269","70.390519","98.994229","133.919543","176.916882","223.021764","296.892888","390.062507","487.322426","587.924254","715.777704","NA"
"INTL.37-7-WORL-MK.A","                Wind (million kW)","","","","","","","","","","","","","","","","","","","","","17.2663","23.8673","30.8223","38.52421","47.01829","59.21857","72.99188","91.59931","115.18686","149.99853","180.39443","220.04789","267.95209","301.632298","349.332723","415.895071","466.417966","514.206537","563.7264622","622.184648","735.856984","NA"
"INTL.38-7-WORL-MK.A","                Biomass and waste (million kW)","","","","","","","","","","","","","","","","","","","","","33.64143","36.00873","37.83223","39.24883","42.076","48.410404","52.615443","55.241472","60.888082","68.336372","74.428306","80.748826","86.596073","93.510633","99.871476","105.789514","115.315538","122.648716","129.260639","135.026731","135.59148478057426","NA"
"INTL.82-7-WORL-MK.A","        Hydroelectric pumped storage (million kW)","18.699","23.398","25.787","27.943","34.234","36.276","38.586","41.76","42.945","65.867","80.786","85.927","90.217","95.093","99.213","101.598","103.34","101.514","105.063","107.594","112.351","114.725","114.84","117.687","119.845","123.819","127.843","132.105","134.375","139.4584","142.8509","145.5836","149.2563","151.1463","152.8961","156.2071","163.6617","166.3974","167.7882","168.0363","168.4782","NA"
"INTL.2-9-WORL-BKWH.A","    Distribution losses (billion kWh)","689.623380623","663.246214026","686.209826372","722.39562268","723.366958921","799.178598727","771.58763813","821.259910179","835.267437766","931.915765141","908.6150131364911","942.8505271027364","958.9787485659483","1027.3869323929184","1047.5518095832529","1117.4445145541672","1169.963298579475","1181.7338685544037","1232.4579440503187","1302.0361586773845","1377.1273692912","1370.7017885046916","1450.6559077329846","1453.4871424364976","1554.9259247587968","1596.659446477237","1613.8505248901772","1689.4654959326417","1714.9517958732195","1710.6280390745328","1781.55697741","1814.372525418","1860.5485883","1910.32417786","1945.290746299","1937.67376393","1952.52930732","1970.94749116","1985.42587767","1971.481413562125","NA","NA"
"","Afghanistan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.2-12-AFG-BKWH.A","    Generation (billion kWh)","0.942","0.992","0.952","1","1.019","1.034","1.135","1.218","1.08","1.089","1.098","0.989","0.685","0.677","0.669","0.608","0.549","0.499","0.46","0.455","0.467","0.592","0.687","0.939","0.894","0.934","0.837","0.946","0.72801","0.9381","0.9363","0.7713","0.882","1.1034","1.159","1.1832","1.2147","1.26426","1.16493","1.06269","0.78428","NA"
"INTL.27-12-AFG-BKWH.A","        Nuclear (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.28-12-AFG-BKWH.A","        Fossil fuels (billion kWh)","0.231","0.271","0.245","0.254","0.262","0.264","0.422","0.462","0.336","0.339","0.342","0.306","0.212","0.207","0.202","0.196","0.188","0.177","0.16","0.155","0.155","0.094","0.132","0.309","0.329","0.344","0.2","0.198","0.186","0.162","0.185","0.176","0.144","0.2184","0.159","0.1492","0.1547","0.17626","0.19993","0.18269","0.12428","NA"
"INTL.29-12-AFG-BKWH.A","        Renewables (billion kWh)","0.711","0.721","0.707","0.746","0.757","0.77","0.713","0.756","0.744","0.75","0.756","0.683","0.473","0.47","0.467","0.412","0.361","0.322","0.3","0.3","0.312","0.498","0.555","0.63","0.565","0.59","0.637","0.748","0.54201","0.7761","0.7513","0.5953","0.738","0.885","1","1.034","1.06","1.088","0.965","0.88","0.66","NA"
"INTL.33-12-AFG-BKWH.A","            Hydroelectricity (billion kWh)","0.711","0.721","0.707","0.746","0.757","0.77","0.713","0.756","0.744","0.75","0.756","0.683","0.473","0.47","0.467","0.412","0.361","0.322","0.3","0.3","0.312","0.498","0.555","0.63","0.565","0.59","0.637","0.748","0.542","0.776","0.751","0.595","0.71","0.855","0.968","1.001","1.025","1.05","0.928","0.84","0.62","NA"
"INTL.34-12-AFG-BKWH.A","            Non-hydroelectric renewables (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00001","0.0001","0.0003","0.0003","0.028","0.03","0.032","0.033","0.035","0.038","0.037","0.04","0.04","NA"
"INTL.35-12-AFG-BKWH.A","                Geothermal (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"INTL.36-12-AFG-BKWH.A","                Solar, tide, wave, fuel cell (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0002","0.0002","0.028","0.03","0.032","0.033","0.035","0.038","0.037","0.04","0.04","NA"
"INTL.117-12-AFG-BKWH.A","                    Tide and wave (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"INTL.116-12-AFG-BKWH.A","                    Solar (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0002","0.0002","0.028","0.03","0.032","0.033","0.035","0.038","0.037","0.04","0.04","NA"
"INTL.37-12-AFG-BKWH.A","                Wind (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00001","0.0001","0.0001","0.0001","0","0","0","0","0","0","0","0","0","NA"
"INTL.38-12-AFG-BKWH.A","                Biomass and waste (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"INTL.82-12-AFG-BKWH.A","        Hydroelectric pumped storage (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"INTL.2-2-AFG-BKWH.A","    Consumption (billion kWh)","0.87606","0.92256","0.88536","0.93","0.94767","0.96162","1.05555","1.13274","1.0044","1.01277","1.02114","1.04477","0.76805","0.72961","0.75017","0.68544","0.62057","0.56407","0.5278","0.52315","0.53431","0.65056","0.73891","0.97327","0.93142","0.97362","1.21041","1.48878","1.4290493","2.027433","2.442759","2.957989","3.88916","4.64119","4.78822","4.87974","5.463","5.78734","6.07288","5.91309","NA","NA"
"INTL.2-3-AFG-BKWH.A","    Imports (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0.125","0.131","0.1","0.128","0.12","0.11","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.105","0.432","0.609","0.752","1.155","1.572","2.246","3.071","3.615","3.71","3.779","4.333","4.611","4.986","4.912","NA","NA"
"INTL.2-4-AFG-BKWH.A","    Exports (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"INTL.2-23-AFG-BKWH.A","    Net imports (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0.125","0.131","0.1","0.128","0.12","0.11","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.105","0.432","0.609","0.752","1.155","1.572","2.246","3.071","3.615","3.71","3.779","4.333","4.611","4.986","4.912","NA","NA"
"INTL.2-7-AFG-MK.A","    Capacity (million kW)","0.374","0.427","0.427","0.45","0.45","0.47","0.47","0.489","0.489","0.494","0.494","0.494","0.494","0.494","0.494","0.494","0.492","0.492","0.492","0.292","0.407","0.498","0.491","0.489","0.489","0.524","0.514","0.514","0.52107","0.59407","0.59417","0.57117","0.5871","0.6011","0.5861","0.5871","0.6341","0.6364","0.6364","0.6464","0.7764","NA"
"INTL.27-7-AFG-MK.A","        Nuclear (million kW)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.28-7-AFG-MK.A","        Fossil fuels (million kW)","0.112","0.168","0.168","0.178","0.178","0.189","0.189","0.199","0.199","0.202","0.202","0.202","0.202","0.202","0.202","0.202","0.2","0.2","0.2","0","0.115","0.115","0.115","0.115","0.115","0.15","0.14","0.14","0.147","0.22","0.22","0.255","0.255","0.268","0.268","0.268","0.284","0.284","0.284","0.284","0.284","NA"
"INTL.29-7-AFG-MK.A","        Renewables (million kW)","0.262","0.259","0.259","0.272","0.272","0.281","0.281","0.29","0.29","0.292","0.292","0.292","0.292","0.292","0.292","0.292","0.292","0.292","0.292","0.292","0.292","0.383","0.376","0.374","0.374","0.374","0.374","0.374","0.37407","0.37407","0.37417","0.31617","0.3321","0.3331","0.3181","0.3191","0.3501","0.3524","0.3524","0.3624","0.4924","NA"
"INTL.33-7-AFG-MK.A","            Hydroelectricity (million kW)","0.262","0.259","0.259","0.272","0.272","0.281","0.281","0.29","0.29","0.292","0.292","0.292","0.292","0.292","0.292","0.292","0.292","0.292","0.292","0.292","0.292","0.383","0.376","0.374","0.374","0.374","0.374","0.374","0.374","0.374","0.374","0.316","0.316","0.316","0.3","0.3","0.33","0.33","0.33","0.33","0.461","NA"
"INTL.34-7-AFG-MK.A","            Non-hydroelectric renewables (million kW)","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.00007","0.00007","0.00017","0.00017","0.0161","0.0171","0.0181","0.0191","0.0201","0.0224","0.0224","0.0324","0.0314","NA"
"INTL.35-7-AFG-MK.A","                Geothermal (million kW)","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"INTL.36-7-AFG-MK.A","                Solar, tide, wave, fuel cell (million kW)","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0.0001","0.0001","0.016","0.017","0.018","0.019","0.02","0.022","0.022","0.032","0.031","NA"
"INTL.117-7-AFG-MK.A","                    Tide and wave (million kW)","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"INTL.116-7-AFG-MK.A","                    Solar (million kW)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0.0001","0.0001","0.016","0.017","0.018","0.019","0.02","0.022","0.022","0.032","0.031","NA"
"INTL.37-7-AFG-MK.A","                Wind (million kW)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0.00007","0.00007","0.00007","0.00007","0.0001","0.0001","0.0001","0.0001","0.0001","0.0004","0.0004","0.0004","0.0004","NA"
"INTL.38-7-AFG-MK.A","                Biomass and waste (million kW)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"INTL.82-7-AFG-MK.A","        Hydroelectric pumped storage (million kW)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"INTL.2-9-AFG-BKWH.A","    Distribution losses (billion kWh)","0.06594","0.06944","0.06664","0.07","0.07133","0.07238","0.07945","0.08526","0.0756","0.07623","0.07686","0.06923","0.04795","0.04739","0.04683","0.04256","0.03843","0.03493","0.0322","0.03185","0.03269","0.04144","0.04809","0.06573","0.06258","0.06538","0.05859","0.06622","0.0509607","0.065667","0.065541","0.059311","0.06384","0.07721","0.08078","0.08246","0.0847","0.08792","0.07805","0.0616","NA","NA"
