Report generated on: 09-09-2022 23:11:57
"API","","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"INTL.82-7-AUS-MK.A","        Hydroelectric pumped storage (million kW)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.94","0.94","0.94","0.94","0.94","0.94","0.94","0.94","1.49","1.49","1.49","1.49","1.49","1.49","1.416","2.61","2.61","2.61","2.61","2.61","2.61","2.61","2.61","2.61","2.61","2.61","2.61","2.61","2.61","2.61","1.34","NA"
"INTL.2-9-AUS-BKWH.A","    Distribution losses (billion kWh)","9.166","11.194","8.38","8.457","8.17","10.536","9.303","10.273","9.999","11.102","10.783","10.371","10.626","10.658","10.866","11.507","11.522","11.633","13.322","15.453","14.98","18.151","15.062","12.959","17.825","15.352","15.699","14.618","14.811","14.666","16.380629","15.364112","13.867472","12.258709","12.094355","14.295746","15.027219","13.444763","13.0546625","9.0633355","8.9325365","9.3000311"
"","Austria","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.2-12-AUT-BKWH.A","    Generation (billion kWh)","40.574","41.233","41.458","41.191","40.97","43.033","43.295","38.842","47.491","48.426","47.73","49.507","49.492","50.088","50.71","53.733","52.019","54.272","54.62","57.615","57.92042","58.93718","58.4038","55.50484","59.30708","61.30282","59.45448","60.17314","61.97422","63.583","63.937654","58.36573","64.742413","60.802337","57.646226","58.069497","61.732328","63.467831","61.2203869","68.8020788","68.100601","63.461476"
"INTL.27-12-AUT-BKWH.A","        Nuclear (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.28-12-AUT-BKWH.A","        Fossil fuels (billion kWh)","11.922","11.169","11.309","11.327","12.089","12.154","12.124","12.89","11.667","13.11","15.798","17.328","13.867","12.514","14.306","15.255","16.585","16.752","15.998","15.759","15.31542","17.48118","17.4558","21.18384","20.56908","21.76382","19.45048","17.70114","18.20122","17.395","21.783087","20.272966","16.58325","13.459614","10.85449","13.537678","13.478714","15.633422","14.2644157","15.525684","13.1802657","13.7524088"
"INTL.29-12-AUT-BKWH.A","        Renewables (billion kWh)","28.809","30.323","30.398","30.104","29.145","31.17","31.42","26.257","36.146","35.691","32.359","32.367","35.856","37.74","36.596","38.605","35.683","37.61","38.755","42.107","43.144","42.048","41.716","35.212","39.682","40.543","41.033","43.392","44.775","47.376","43.582567","39.638764","49.903163","49.062723","48.510736","46.064819","49.469614","49.563409","48.5089712","54.7633948","56.3767453","51.3694051"
"INTL.33-12-AUT-BKWH.A","            Hydroelectricity (billion kWh)","28.501","30.008","29.893","29.577","28.384","30.288","30.496","25.401","35.151","34.641","31.179","31.112","34.483","36.336","35.349","36.696","33.874","35.744","36.792","40.292","41.418","40.05","39.825","32.883","36.394","36.31","35.48","36.732","37.969","40.487","36.466","32.511","41.862","40.138","39.001","35.255","37.954","36.462","35.73","40.43655","41.9356096","38.75133"
"INTL.34-12-AUT-BKWH.A","            Non-hydroelectric renewables (billion kWh)","0.308","0.315","0.505","0.527","0.761","0.882","0.924","0.856","0.995","1.05","1.18","1.255","1.373","1.404","1.247","1.909","1.809","1.866","1.963","1.815","1.726","1.998","1.891","2.329","3.288","4.233","5.553","6.66","6.806","6.889","7.116567","7.127764","8.041163","8.924723","9.509736","10.809819","11.515614","13.101409","12.7789712","14.3268448","14.4411357","12.6180751"
"INTL.35-12-AUT-BKWH.A","                Geothermal (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.003","0.003","0.002","0.002","0.003","0.002","0.002","0.002","0.001332","0.000996","0.000648","0.000288","0.00036","0.00006","0.000024","0.000084","0.000228","0.000192","0.0000696","0.0000696"
"INTL.36-12-AUT-BKWH.A","                Solar, tide, wave, fuel cell (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0.001","0.001","0.001","0.001","0.002","0.002","0.002","0.003","0.005","0.009","0.015","0.018","0.021","0.022","0.024","0.03","0.049","0.084421","0.165283","0.322197","0.597982","0.746832","0.889142","1.042303","1.211489","1.3865471","1.6318834","1.9564386","1.9564386"
"INTL.117-12-AUT-BKWH.A","                    Tide and wave (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.116-12-AUT-BKWH.A","                    Solar (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0.001","0.001","0.001","0.001","0.002","0.002","0.002","0.003","0.005","0.009","0.015","0.018","0.021","0.022","0.024","0.03","0.049","0.084421","0.165283","0.322197","0.597982","0.746832","0.889142","1.042303","1.211489","1.3865471","1.6318834","1.9564386","1.9564386"
"INTL.37-12-AUT-BKWH.A","                Wind (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.001","0.005","0.02","0.045","0.051","0.067","0.105","0.14","0.372","0.934","1.331","1.753","2.037","2.011","1.954","1.961814","1.838485","2.351318","3.011453","3.657544","4.592617","4.978287","6.273836","5.7461961","7.1617694","7.1536275","6.4595669"
"INTL.38-12-AUT-BKWH.A","                Biomass and waste (billion kWh)","0.308","0.315","0.505","0.527","0.761","0.882","0.924","0.856","0.995","1.05","1.18","1.255","1.373","1.403","1.246","1.907","1.803","1.844","1.916","1.762","1.656","1.888","1.739","1.939","2.334","2.879","3.775","4.597","4.763","4.884","5.069","5.123","5.367","5.315","5.105","5.328","5.495","5.616","5.646","5.533","5.331","4.202"
"INTL.82-12-AUT-BKWH.A","        Hydroelectric pumped storage (billion kWh)","-0.157","-0.259","-0.249","-0.24","-0.264","-0.291","-0.249","-0.305","-0.322","-0.375","-0.427","-0.188","-0.231","-0.166","-0.192","-0.127","-0.249","-0.09","-0.133","-0.251","-0.539","-0.592","-0.768","-0.891","-0.944","-1.004","-1.029","-0.92","-1.002","-1.188","-1.428","-1.546","-1.744","-1.72","-1.719","-1.533","-1.216","-1.729","-1.553","-1.487","-1.45641","-1.6603379"
"INTL.2-2-AUT-BKWH.A","    Consumption (billion kWh)","33.974","33.937","34.472","35.164","37.034","38.56","39.02","30.376","41.956","43.323","44.305","47.242","47.107","46.183","46.871","47.945","49.725","50.322","51.118","52.336","53.33642","55.44718","55.9188","57.81084","58.96108","60.53582","62.95548","63.31914","63.38822","60.781","63.023378","63.095032","64.017145","64.531622","63.511077","64.664019","65.552597","66.554708","66.831206","68.6261237","67.1045907","67.768833"
"INTL.2-3-AUT-BKWH.A","    Imports (billion kWh)","3.164","2.862","3.125","4.396","5.401","6.051","5.962","3.997","5.572","5.912","6.838","8.503","9.15","8.072","8.22","7.3","9.428","9.01","10.305","11.608","13.824","14.467","15.375","19.002","16.629","20.397","21.257","22.13","19.796","19.542","19.908697","24.976711","23.429714","24.959571","26.711724","29.389162","26.36616","29.362425","28.0761359","26.0468469","24.5224919","26.4361928"
"INTL.2-4-AUT-BKWH.A","    Exports (billion kWh)","7.136","7.441","7.464","7.893","6.725","7.77","7.426","9.606","8.283","8.246","7.298","7.738","8.621","8.806","9","9.76","8.476","9.775","10.467","13.507","15.192","14.252","14.676","13.389","13.548","17.732","14.407","15.511","14.934","18.762","17.472074","16.777354","20.626749","17.689115","17.436999","19.327645","19.206889","22.816512","19.1293309","22.9182641","22.3266802","18.8930365"
"INTL.2-23-AUT-BKWH.A","    Net imports (billion kWh)","-3.972","-4.579","-4.339","-3.497","-1.324","-1.719","-1.464","-5.609","-2.711","-2.334","-0.46","0.765","0.529","-0.734","-0.78","-2.46","0.952","-0.765","-0.162","-1.899","-1.368","0.215","0.699","5.613","3.081","2.665","6.85","6.619","4.862","0.78","2.436623","8.199357","2.802965","7.270456","9.274725","10.061517","7.159271","6.545913","8.946805","3.1285828","2.1958117","7.5431563"
"INTL.2-7-AUT-MK.A","    Capacity (million kW)","12.93","13.888","14.243","14.465","14.799","15.101","15.643","16.421","15.749","15.781","14.114","14.229","14.687","14.617","14.783","14.676","14.677","14.994","14.681","14.8","17.897","18.319","18.053","18.367","18.946","18.898","19.127","19.1","20.548","20.79","21.051","22.437","23.239","23.855","24.287","24.742","25.604","26.9169","27.6139","27.8159","28.3759","NA"
"INTL.27-7-AUT-MK.A","        Nuclear (million kW)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.28-7-AUT-MK.A","        Fossil fuels (million kW)","4.724","4.731","4.733","4.883","4.765","4.93","5.22","5.73","4.987","4.923","5.333","5.347","5.73","5.662","5.769","5.584","5.522","5.684","5.226","5.361","5.342","5.617","5.444","5.114","5.36","4.441","4.177","3.712","4.646","4.562","4.494","5.258","5.705","5.875","5.75","5.526","5.561","6.613","6.532","6.377","6.377","NA"
"INTL.29-7-AUT-MK.A","        Renewables (million kW)","8.206","9.157","9.51","9.582","10.034","10.171","10.423","10.691","10.762","10.858","7.028","7.129","7.204","7.202","7.245","7.323","7.385","7.54","7.685","7.669","8.618","8.765","8.672","9.315","9.621","10.492","10.985","11.423","11.487","11.609","11.764","12.146","12.426","12.869","13.326","14.023","14.42","14.6599","15.1569","15.5139","16.4029","NA"
"INTL.33-7-AUT-MK.A","            Hydroelectricity (million kW)","8.206","9.157","9.51","9.582","10.034","10.171","10.423","10.691","10.762","10.858","7.028","7.129","7.204","7.202","7.245","7.323","7.385","7.54","7.685","7.669","7.676","7.703","7.567","7.607","7.613","7.667","7.684","7.845","7.848","7.827","7.913","7.947","7.97","8.272","8.321","8.457","8.493","8.506","8.591","8.63","9.001","NA"
"INTL.34-7-AUT-MK.A","            Non-hydroelectric renewables (million kW)","","","","","","","","","","","","","","","","","","","","","0.942","1.062","1.105","1.708","2.008","2.825","3.301","3.578","3.639","3.782","3.851","4.199","4.456","4.597","5.005","5.566","5.927","6.1539","6.5659","6.8839","7.4019","NA"
"INTL.35-7-AUT-MK.A","                Geothermal (million kW)","","","","","","","","","","","","","","","","","","","","","0","0","0.002","0.002","0.002","0.002","0.002","0.002","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.0009","0.0009","0.0009","0.0009","NA"
"INTL.36-7-AUT-MK.A","                Solar, tide, wave, fuel cell (million kW)","","","","","","","","","","","","","","","","","","","","","0.005","0.007","0.009","0.023","0.027","0.03","0.036","0.04","0.049","0.071","0.154","0.317","0.337","0.626","0.785","0.937","1.096","1.269","1.455","1.702","2.22","NA"
"INTL.117-7-AUT-MK.A","                    Tide and wave (million kW)","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"INTL.116-7-AUT-MK.A","                    Solar (million kW)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.005","0.007","0.009","0.023","0.027","0.03","0.036","0.04","0.049","0.071","0.154","0.317","0.337","0.626","0.785","0.937","1.096","1.269","1.455","1.702","2.22","NA"
"INTL.37-7-AUT-MK.A","                Wind (million kW)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.05","0.067","0.109","0.322","0.581","0.778","0.935","0.968","0.988","0.994","0.981","1.08","1.337","1.675","2.11","2.489","2.73","2.887","3.133","3.224","3.224","NA"
"INTL.38-7-AUT-MK.A","                Biomass and waste (million kW)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.887","0.988","0.985","1.361","1.398","2.015","2.328","2.568","2.601","2.716","2.715","2.801","2.781","2.295","2.109","2.139","2.1","1.997","1.977","1.957","1.957","NA"
"INTL.82-7-AUT-MK.A","        Hydroelectric pumped storage (million kW)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1.753","1.753","1.753","1.753","1.769","1.769","1.77","1.77","1.77","1.77","3.937","3.937","3.937","3.938","3.965","3.965","3.965","3.965","4.415","4.619","4.793","5.033","5.108","5.111","5.211","5.193","5.623","5.644","5.925","5.925","5.596","NA"
"INTL.2-9-AUT-BKWH.A","    Distribution losses (billion kWh)","2.628","2.717","2.647","2.53","2.612","2.754","2.811","2.857","2.824","2.769","2.965","3.03","2.914","3.171","3.059","3.328","3.246","3.185","3.34","3.38","3.216","3.705","3.184","3.307","3.427","3.432","3.349","3.473","3.448","3.582","3.350899","3.470055","3.528233","3.541171","3.409874","3.466995","3.339002","3.459036","3.3359859","3.3045379","3.191822","3.2357993"
"","Azerbaijan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.2-12-AZE-BKWH.A","    Generation (billion kWh)","--","--","--","--","--","--","--","--","--","--","--","--","18.58","18.074","16.609","16.1","16.14","15.912","17.015","17.162","17.6541","17.89592","18.47162","20.13104","20.48172","20.09546","22.32042","20.65402","20.45634","17.85152","17.76022","19.20992","21.69998","22.03526","23.32006","23.30046","23.56728","22.96136","23.82038","24.60663","24.37044","NA"
"INTL.27-12-AZE-BKWH.A","        Nuclear (billion kWh)","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.28-12-AZE-BKWH.A","        Fossil fuels (billion kWh)","--","--","--","--","--","--","--","--","--","--","--","--","16.85","15.698","14.798","14.56","14.617","14.217","15.084","15.671","16.1351","16.60792","16.47162","17.68704","17.75472","17.11646","19.82742","18.31402","18.24634","15.56452","14.34722","16.56092","19.89698","20.42526","21.85406","21.48746","21.39628","21.00336","21.78638","22.71228","22.96044","NA"
"INTL.29-12-AZE-BKWH.A","        Renewables (billion kWh)","--","--","--","--","--","--","--","--","--","--","--","--","1.73","2.376","1.811","1.54","1.523","1.695","1.931","1.491","1.519","1.288","2","2.444","2.727","2.979","2.493","2.34","2.21","2.287","3.413","2.649","1.803","1.61","1.466","1.813","2.171","1.958","2.034","1.89435","1.41","NA"
"INTL.33-12-AZE-BKWH.A","            Hydroelectricity (billion kWh)","--","--","--","--","--","--","--","--","--","--","--","--","1.73","2.376","1.811","1.54","1.523","1.695","1.931","1.491","1.519","1.288","2","2.444","2.727","2.979","2.493","2.34","2.21","2.285","3.412","2.649","1.803","1.474","1.287","1.621","1.939","1.729","1.75","1.54935","1.067","NA"
"INTL.34-12-AZE-BKWH.A","            Non-hydroelectric renewables (billion kWh)","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.002","0.001","0","0","0.136","0.179","0.192","0.232","0.229","0.284","0.345","0.343","NA"
"INTL.35-12-AZE-BKWH.A","                Geothermal (billion kWh)","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"INTL.36-12-AZE-BKWH.A","                Solar, tide, wave, fuel cell (billion kWh)","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.001","0.003","0.005","0.035","0.037","0.039","0.044","0.047","NA"
"INTL.117-12-AZE-BKWH.A","                    Tide and wave (billion kWh)","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"INTL.116-12-AZE-BKWH.A","                    Solar (billion kWh)","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.001","0.003","0.005","0.035","0.037","0.039","0.044","0.047","NA"
"INTL.37-12-AZE-BKWH.A","                Wind (billion kWh)","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.002","0.001","0","0","0.001","0.002","0.005","0.023","0.022","0.083","0.105","0.096","NA"
"INTL.38-12-AZE-BKWH.A","                Biomass and waste (billion kWh)","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.134","0.174","0.182","0.174","0.17","0.162","0.196","0.2","NA"
"INTL.82-12-AZE-BKWH.A","        Hydroelectric pumped storage (billion kWh)","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"INTL.2-2-AZE-BKWH.A","    Consumption (billion kWh)","--","--","--","--","--","--","--","--","--","--","--","--","15.248","14.334","14.594","13.724","13.614","14.12","14.76","15.118","15.4061","15.56992","16.13262","18.30104","19.08472","17.26646","19.43242","16.98402","16.69734","13.48152","13.56822","14.55992","17.79298","18.38626","19.59206","20.27446","20.23528","19.53536","20.28678","21.02663","NA","NA"
"INTL.2-3-AZE-BKWH.A","    Imports (billion kWh)","--","--","--","--","--","--","--","--","--","--","--","--","0.85","0.31","0.54","0.9","0.775","1.6","0.9","1.63","0.9","1.2","2.4","2.5","2.373","2.082","1.766","0.548","0.216","0.11","0.1","0.128","0.141","0.127","0.124","0.108","0.114","0.108","0.1312","0.137","0.137","NA"
"INTL.2-4-AZE-BKWH.A","    Exports (billion kWh)","--","--","--","--","--","--","--","--","--","--","--","--","1.396","0.25","0.25","0.5","0.58","0.284","1.002","0.886","0.378","0.966","0.925","0.871","1.008","0.88","0.879","0.786","0.812","0.38","0.462","0.805","0.68","0.495","0.489","0.265","1.096","1.283","1.445","1.491","1.151","NA"
"INTL.2-23-AZE-BKWH.A","    Net imports (billion kWh)","--","--","--","--","--","--","--","--","--","--","--","--","-0.546","0.06","0.29","0.4","0.195","1.316","-0.102","0.744","0.522","0.234","1.475","1.629","1.365","1.202","0.887","-0.238","-0.596","-0.27","-0.362","-0.677","-0.539","-0.368","-0.365","-0.157","-0.982","-1.175","-1.3138","-1.354","-1.014","NA"
"INTL.2-7-AZE-MK.A","    Capacity (million kW)","--","--","--","--","--","--","--","--","--","--","--","--","5.165","5.165","5.183","5.239","5.151","4.6","4.59","4.67","4.9425","5.1805","5.341","5.695","5.715","5.212","5.624","5.7302","5.8002","6.3902","6.3983","6.354","6.463","7.391","7.393","7.846","7.952","7.98405","7.87395","7.66335","7.67735","NA"
"INTL.27-7-AZE-MK.A","        Nuclear (million kW)","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.28-7-AZE-MK.A","        Fossil fuels (million kW)","--","--","--","--","--","--","--","--","--","--","--","--","4.396","4.396","4.41","4.456","4.456","3.91","3.91","3.88","3.99","4.228","4.349","4.703","4.695","4.187","4.599","4.703","4.773","5.401","5.401","5.352","5.397","6.264","6.27","6.69","6.766","6.791","6.5972","6.3953","6.3953","NA"
"INTL.29-7-AZE-MK.A","        Renewables (million kW)","--","--","--","--","--","--","--","--","--","--","--","--","0.769","0.769","0.773","0.783","0.695","0.69","0.68","0.79","0.9525","0.9525","0.992","0.992","1.02","1.025","1.025","1.0272","1.0272","0.9892","0.9973","1.002","1.066","1.127","1.123","1.156","1.186","1.19305","1.27675","1.26805","1.28205","NA"
"INTL.33-7-AZE-MK.A","            Hydroelectricity (million kW)","--","--","--","--","--","--","--","--","--","--","--","--","0.769","0.769","0.773","0.783","0.695","0.69","0.68","0.79","0.9525","0.9525","0.992","0.992","1.02","1.025","1.025","1.025","1.025","0.987","0.995","0.998","1.023","1.083","1.078","1.103","1.105","1.106","1.1308","1.12","1.131","NA"
"INTL.34-7-AZE-MK.A","            Non-hydroelectric renewables (million kW)","--","--","--","--","--","--","--","--","--","--","--","--","","","","","","","","","0","0","0","0","0","0","0","0.0022","0.0022","0.0022","0.0023","0.004","0.043","0.044","0.045","0.053","0.081","0.08705","0.14595","0.14805","0.15105","NA"
"INTL.35-7-AZE-MK.A","                Geothermal (million kW)","--","--","--","--","--","--","--","--","--","--","--","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"INTL.36-7-AZE-MK.A","                Solar, tide, wave, fuel cell (million kW)","--","--","--","--","--","--","--","--","--","--","--","--","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0.0003","0.001","0.001","0.001","0.002","0.005","0.025","0.028","0.0349","0.037","0.04","NA"
"INTL.117-7-AZE-MK.A","                    Tide and wave (million kW)","--","--","--","--","--","--","--","--","--","--","--","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"INTL.116-7-AZE-MK.A","                    Solar (million kW)","--","--","--","--","--","--","--","--","--","--","--","--","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0.0003","0.001","0.001","0.001","0.002","0.005","0.025","0.028","0.0349","0.037","0.04","NA"
"INTL.37-7-AZE-MK.A","                Wind (million kW)","--","--","--","--","--","--","--","--","--","--","--","--","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0.0022","0.0022","0.0022","0.002","0.002","0.002","0.003","0.003","0.008","0.016","0.016","0.066","0.066","0.066","NA"
"INTL.38-7-AZE-MK.A","                Biomass and waste (million kW)","--","--","--","--","--","--","--","--","--","--","--","--","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0.001","0.04","0.04","0.04","0.04","0.04","0.04305","0.04505","0.04505","0.04505","NA"
"INTL.82-7-AZE-MK.A","        Hydroelectric pumped storage (million kW)","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"INTL.2-9-AZE-BKWH.A","    Distribution losses (billion kWh)","--","--","--","--","--","--","--","--","--","--","--","--","2.786","3.8","2.305","2.776","2.721","3.108","2.153","2.788","2.77","2.56","3.814","3.459","2.762","4.031","3.775","3.432","3.163","4.1","3.83","3.973","3.368","3.281","3.363","2.869","2.35","2.251","2.2198","2.226","NA","NA"
"","Bahrain","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.2-12-BHR-BKWH.A","    Generation (billion kWh)","1.554","1.699","1.881","2.083","2.272","2.761","3.018","3.117","3.273","3.281","3.281","3.285","3.662","3.989","4.277","4.335","4.715","4.738","5.427","5.599","13.023","13.737","14.338","14.755","15.177","18.205","19.774","20.419","21.451","21.209","22.39656","22.88022","23.2903","24.36284","25.62707","26.78421","26.80865","27.48075","27.78249","31.44425","29.85563728816","NA"
"INTL.27-12-BHR-BKWH.A","        Nuclear (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.28-12-BHR-BKWH.A","        Fossil fuels (billion kWh)","1.554","1.699","1.881","2.083","2.272","2.761","3.018","3.117","3.273","3.281","3.281","3.285","3.662","3.989","4.277","4.335","4.715","4.738","5.427","5.599","13.023","13.737","14.338","14.755","15.177","18.205","19.774","20.419","21.45","21.207","22.39456","22.87772","23.2885","24.36104","25.61782","26.77496","26.7994","27.4715","27.77324","31.435","29.84638728816","NA"
"INTL.29-12-BHR-BKWH.A","        Renewables (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.001","0.002","0.002","0.0025","0.0018","0.0018","0.00925","0.00925","0.00925","0.00925","0.00925","0.00925","0.00925","NA"
"INTL.33-12-BHR-BKWH.A","            Hydroelectricity (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"INTL.34-12-BHR-BKWH.A","            Non-hydroelectric renewables (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.001","0.002","0.002","0.0025","0.0018","0.0018","0.00925","0.00925","0.00925","0.00925","0.00925","0.00925","0.00925","NA"
"INTL.35-12-BHR-BKWH.A","                Geothermal (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"INTL.36-12-BHR-BKWH.A","                Solar, tide, wave, fuel cell (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0008","0.0008","0.00825","0.00825","0.00825","0.00825","0.00825","0.00825","0.00825","NA"
"INTL.117-12-BHR-BKWH.A","                    Tide and wave (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"INTL.116-12-BHR-BKWH.A","                    Solar (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0008","0.0008","0.00825","0.00825","0.00825","0.00825","0.00825","0.00825","0.00825","NA"
"INTL.37-12-BHR-BKWH.A","                Wind (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.001","0.002","0.002","0.0025","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","NA"
"INTL.38-12-BHR-BKWH.A","                Biomass and waste (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"INTL.82-12-BHR-BKWH.A","        Hydroelectric pumped storage (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"INTL.2-2-BHR-BKWH.A","    Consumption (billion kWh)","1.44522","1.58007","1.74933","1.93719","2.178","2.553","2.807","2.829","3.065","3.08","3.039","3.128","3.466","3.788","4.113","4.273","4.499","4.653","4.967","5.206","12.466","13.161","13.795","14.452","14.78","17.794","19.346","20.024","19.797","19.93","20.95556","21.43722","21.7183","23.02884","24.55707","26.10221","26.10565","26.10375","27.44749","31.03825","NA","NA"
"INTL.2-3-BHR-BKWH.A","    Imports (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.003","0.013","0.085","0.168","0.192","0.227","0.035","0.07","0.24","0.205","0.276","0.556","0.652","0.652","NA","NA"
"INTL.2-4-BHR-BKWH.A","    Exports (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.275","0","0.019","0.107","0.19","0.053","0.237","0.213","0.293","0.513","0.447","0.447","NA","NA"
"INTL.2-23-BHR-BKWH.A","    Net imports (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.003","0.013","-0.19","0.168","0.173","0.12","-0.155","0.017","0.003","-0.008","-0.017","0.043","0.205","0.205","NA","NA"
